quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
"My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.",3,0,0,0,joy,False,happy
"It's not the size of the dog in the fight, it's the size of the fight in the dog.",0,0,2,0,anger,False,angry
Never lose hope. Storms make people stronger and never last forever.,1,1,1,2,surprise,True,surprise
The brick walls are there for a reason. The brick walls are not there to keep us out. The brick walls are there to give us a chance to show how badly we want something. Because the brick walls are there to stop the people who don’t want it badly enough. They’re there to stop the other people.,0,2,0,1,sadness,False,sad
"please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.",1,0,0,1,joy,False,happy
Even strength must bow to wisdom sometimes.,0,0,0,0,joy,True,happy
"I will love you always. When this red hair is white, I will still love you. When the smooth softness of youth is replaced by the delicate softness of age, I will still want to touch your skin. When your face is full of the lines of every smile you have ever smiled, of every surprise I have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,I will treasure you all the more, because I was there to see it all. I will share your life with you, Meredith, and I will love you until the last breath leaves your body or mine.",8,0,1,3,joy,False,happy
"I kept always two books in my pocket, one to read, one to write in.",0,0,0,0,joy,True,happy
Don't let the bastards grind you down.,0,0,0,0,joy,True,happy
"Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life, but define yourself.",0,1,1,0,sadness,False,sad
"I don't think of all the misery, but of the beauty that still remains.",1,1,1,0,joy,True,happy
To shine your brightest light is to be who you truly are.,0,0,0,0,joy,True,happy
"Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale.",1,0,0,1,joy,False,happy
"Life is too short to waste any amount of time on wondering what other people think about you. In the first place, if they had better things going on in their lives, they wouldn't have the time to sit around and talk about you. What's important to me is not others' opinions of me, but what's important to me is my opinion of myself.",0,0,0,0,joy,True,happy
Be thankful for everything that happens in your life; it’s all an experience.,1,0,0,0,joy,False,happy
"Time doesn’t heal emotional pain, you need to learn how to let go.",1,1,0,0,joy,False,happy
"I'd rather be hated for who I am, than loved for who I am not.",0,0,0,0,joy,True,happy
"I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.",0,0,2,0,anger,False,angry
You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.,2,0,0,0,joy,False,happy
"Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.",2,0,0,0,joy,False,happy
Sometimes you have to lose all you have to find out who you truly are.,0,1,1,1,sadness,True,sad
"Stop comparing yourself to other people, just choose to be happy and live your own life.",1,0,0,0,joy,False,happy
You are not rich until you have a rich heart.,0,0,0,0,joy,True,happy
"Once you have read a book you care about, some part of it is always with you.",0,0,0,0,joy,True,happy
Trees that are slow to grow bear the best fruit.,1,0,1,0,joy,False,happy
"I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.",0,0,0,0,joy,True,happy
"Atticus, he was real nice.",0,0,0,0,joy,True,happy
Wanting to be someone else is a waste of the person you are.,0,1,0,0,sadness,False,sad
"So many people walk around with a meaningless life. They seem half-asleep, even when they're busy doing things they think are important. This is because they're chasing the wrong things. The way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.",1,1,0,0,joy,False,happy
"Parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.",1,0,0,1,joy,False,happy
"I’ve been fighting to be who I am all my life. What’s the point of being who I am, if I can’t have the person who was worth all the fighting for?",0,0,2,0,anger,False,angry
I want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.,1,0,0,0,joy,False,happy
Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.,0,0,0,0,joy,True,happy
"To-morrow, and to-morrow, and to-morrow",0,0,0,0,joy,True,happy
"Only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.",2,3,0,0,sadness,False,sad
A man who dares to waste one hour of time has not discovered the value of life.,0,0,0,0,joy,True,happy
"The question is not what you look at, but what you see.",0,0,0,0,joy,True,happy
What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.,1,1,1,0,joy,True,happy
Let the improvement of yourself keep you so busy that you have no time to criticize others.,1,1,1,0,joy,True,happy
"We don’t need a list of rights and wrongs, tables of dos and don’ts: we need books, time, and silence",0,0,0,0,joy,True,happy
Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.,3,0,0,0,joy,False,happy
Keep your face always toward the sunshine - and shadows will fall behind you.,1,1,0,0,joy,False,happy
"However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?",1,0,1,1,joy,True,happy
"When things break, it's not the actual breaking that prevents them from getting back together again. It's because a little piece gets lost - the two remaining ends couldn't fit together even if they wanted to. The whole shape has changed.",0,1,0,1,sadness,False,sad
there is a place in the heart tha,0,0,0,0,joy,True,happy
Courage isn't having the strength to go on - it is going on when you don't have strength.,0,0,0,0,joy,True,happy
All thinking men are atheists.,0,0,0,0,joy,True,happy
Ask for what you want and be prepared to get it!,0,0,0,0,joy,True,happy
Others have seen what is and asked why. I have seen what could be and asked why not. ,0,0,0,0,joy,True,happy
The desire to reach for the stars is ambitious. The desire to reach hearts is wise.,0,0,0,0,joy,True,happy
"Jane, be still; don't struggle so like a wild, frantic bird, that is rending its own plumage in its desperation.",0,1,1,2,surprise,False,surprise
"If I should have a daughter…“Instead of “Mom”, she’s gonna call me “Point B.” Because that way, she knows that no matter what happens, at least she can always find her way to me. And I’m going to paint the solar system on the back of her hands so that she has to learn the entire universe before she can say “Oh, I know that like the back of my hand.",0,0,0,0,joy,True,happy
